Estado,Precipitacao Total,Pressao atmosferica media,Radiacao global media,Temperatura media do ar,Temperatura maxima,Temperatura minima,Umidade relativa media,Velocidade media do vento,Data
DF,245.4,884.8234185733513,1619.1444444444444,21.562449528936742,28.9,16.7,81.01749663526245,2.533109017496636,2005-01
DF,251.6,885.6844776119402,1474.32,22.22611940298508,29.4,16.3,76.24065769805681,2.403731343283582,2005-02
DF,365.6,886.3017520215634,1334.785046728972,21.46199460916442,28.5,17.1,83.04043126684635,1.978301886792453,2005-03
DF,27.4,887.5149441340782,1518.3015873015872,22.10935754189944,28.6,16.3,72.10474860335195,2.505446927374302,2005-04
DF,9.0,888.1468918918919,1261.6764705882354,19.920675675675675,27.4,10.9,69.51216216216216,2.929324324324324,2005-05
DF,5.8,889.7225,13908.43220338983,19.172183588317107,27.8,11.3,68.62169680111266,2.923194444444444,2005-06
DF,0.0,890.8082210242587,18497.287634408603,19.06024258760108,28.9,9.9,57.82210242587601,2.7473045822102424,2005-07
DF,37.6,889.2696765498652,16091.806094182826,21.17412398921833,31.4,12.8,48.56873315363882,2.861185983827493,2005-08
DF,52.4,887.8930458970792,1650.4182825484766,23.279694019471485,33.0,14.7,53.24895688456189,2.801808066759388,2005-09
DF,25.6,886.2116487455197,1661.4828767123288,24.53888888888889,33.5,17.1,49.48924731182796,2.318817204301076,2005-10
DF,229.4,884.83421418637,1113.2057416267942,21.13991655076495,30.7,16.7,79.5452016689847,2.328511821974965,2005-11
DF,388.0,885.0592442645075,1155.240184757506,20.482051282051284,29.8,14.8,81.17948717948718,2.1376518218623484,2005-12
DF,135.6,885.9170928667564,1555.6746987951808,21.9043068640646,31.6,16.2,70.27052489905788,2.573584905660377,2006-01
DF,160.2,885.5422330097088,1465.383233532934,21.8168284789644,28.9,16.1,77.90776699029126,2.106957928802589,2006-02
DF,264.0,885.9332884097036,1293.9825,21.30188679245283,29.5,16.5,81.35309973045823,1.987735849056604,2006-03
DF,129.2,886.1883928571428,1435.8731117824773,20.986607142857142,28.3,13.7,77.90327380952381,2.2123511904761903,2006-04
DF,34.0,888.5580065359477,1475.6162361623617,19.868627450980394,27.1,10.8,67.40359477124183,2.128066914498141,2006-05
DF,0.8,890.0398328690808,1473.2694444444444,18.49136490250696,26.6,11.6,65.20194986072423,2.724233983286908,2006-06
DF,0.2,890.1385444743936,1478.3821138211383,19.08180592991914,29.5,10.3,57.402964959568735,2.5683288409703504,2006-07
DF,50.6,888.8238805970149,1694.6277173913045,21.744776119402985,30.3,13.3,51.77883310719132,2.747354138398914,2006-08
DF,40.8,887.9940027894003,1622.8448753462603,21.982566248256624,32.6,12.4,57.57880055788006,2.670292887029289,2006-09
DF,435.6,886.009703504043,1210.1495098039215,20.914150943396223,30.2,16.0,80.95148247978436,2.084366576819407,2006-10
DF,186.2,885.129189944134,1266.122009569378,21.17122905027933,30.2,15.0,77.54050279329608,2.30768156424581,2006-11
DF,143.0,886.0955587392549,1262.137592137592,21.37793696275072,30.1,17.1,79.54441260744986,2.2422636103151863,2006-12
DF,238.4,886.0788978494624,1305.626213592233,21.69274193548387,30.6,16.4,80.00672043010752,1.9596774193548387,2007-01
DF,260.4,885.8817910447762,1345.517906336088,21.146567164179107,29.8,16.6,81.41940298507463,2.5891044776119405,2007-02
DF,36.2,887.0330634278002,1827.4850746268653,22.48663967611336,29.1,15.0,66.96626180836707,2.884750337381916,2007-03
DF,51.8,887.3397489539749,1535.0851648351647,21.93403068340307,29.9,14.7,69.8884239888424,2.322454672245468,2007-04
DF,8.0,888.0953301127213,1524.7266881028938,20.548631239935588,29.1,10.8,63.11433172302738,2.5104669887278583,2007-05
DF,0.0,889.8753138075314,1507.643454038997,20.1,28.1,11.2,56.94142259414226,2.582566248256625,2007-06
DF,0.0,889.2087365591399,1502.1801075268818,20.48897849462365,29.1,11.9,54.0268817204301,2.5303763440860214,2007-07
DF,0.0,889.439757412399,1789.7628032345012,20.512398921832887,32.6,11.9,43.87061994609165,3.546288798920378,2007-08
DF,0.0,888.8511111111112,1894.4016393442623,23.301388888888887,34.1,14.4,39.24027777777778,3.472916666666667,2007-09
DF,23.6,886.0256720430107,1589.2694174757282,23.858198924731184,34.2,15.9,50.61693548387097,2.7183041722745624,2007-10
DF,247.6,884.3033870967741,1235.4791086350974,22.031935483870967,31.0,16.4,73.27096774193548,2.254354838709677,2007-11
DF,233.6,885.1227456258412,1456.0093023255813,21.55262449528937,30.4,14.7,73.6850605652759,2.361372812920592,2007-12
DF,207.8,885.1752688172044,1364.9780487804878,21.27822580645161,30.3,16.0,75.9260752688172,2.231720430107527,2008-01
DF,237.8,885.8936416184971,1408.243967828418,21.11965317919075,29.3,16.1,79.52167630057804,1.9679190751445088,2008-02
DF,211.8,885.7215022091311,1379.3089430894308,20.91944035346097,28.1,15.4,79.66568483063328,2.1459499263622974,2008-03
DF,203.6,885.4776388888889,1435.7309782608695,21.434166666666663,28.7,15.2,75.96666666666667,1.92625,2008-04
DF,0.2,888.0247644683715,1509.6720430107528,19.95464333781965,27.6,11.9,64.65948855989232,2.1184387617765816,2008-05
DF,0.0,889.3998611111111,1444.022222222222,19.401666666666667,26.1,11.6,59.352777777777774,2.348888888888889,2008-06
DF,0.0,890.247311827957,1568.3252688172042,18.81209677419355,27.5,10.0,50.2258064516129,2.7286290322580644,2008-07
DF,0.0,888.1227150537635,1703.241935483871,21.50120967741936,30.0,11.8,42.11290322580645,2.6741935483870964,2008-08
DF,82.6,887.6109859154931,20181.540616246497,23.183943661971828,32.6,13.8,44.790140845070425,2.4011267605633804,2008-09
DF,38.6,892.868339483395,2410.041891891892,23.92206642066421,37.1,12.6,50.7830258302583,2.680811808118081,2008-10
DF,526.2,891.5420833333334,1260.5876662636033,21.588125,34.0,14.3,76.075,2.147291666666667,2008-11
DF,481.4,891.2174059139785,1172.39400921659,21.12883064516129,31.5,14.8,81.7627688172043,2.0980510752688173,2008-12
DF,410.4,892.5549798115746,1479.1482799525504,21.816016150740243,30.9,14.5,78.7671601615074,2.090040376850606,2009-01
DF,306.0,892.5273343373494,1610.4855172413793,21.914307228915664,31.5,14.5,76.99623493975903,2.059457422758101,2009-02
DF,152.8,892.0897177419355,1534.0276729559748,22.114381720430107,32.4,13.7,76.09677419354838,1.8511424731182795,2009-03
DF,666.0,893.5596368715084,1317.131761442441,20.87381284916201,28.2,13.5,80.76187150837988,1.951675977653632,2009-04
DF,135.6,894.7114919354839,1364.5685483870968,19.920511096166777,28.7,9.4,74.94690860215054,2.0539340954942835,2009-05
DF,19.0,895.9731501057082,1356.8481012658228,18.912191684284707,28.0,8.8,71.3276955602537,2.0171952078928825,2009-06
DF,0.0,895.9436363636364,1506.9959677419354,19.873265993265992,30.4,7.1,57.43299663299664,2.2799865229110514,2009-07
DF,72.4,895.4155913978494,1573.4583333333333,20.526612903225807,31.5,8.4,57.40389784946237,2.805779569892473,2009-08
DF,113.6,894.4756944444445,1523.4283746556473,22.63513888888889,33.6,13.2,63.9,2.185277777777778,2009-09
DF,451.2,891.9345114345115,1371.8242730720606,21.778378378378378,31.4,14.0,77.18156618156618,1.913167013167013,2009-10
DF,415.0,891.4879166666667,1416.8911980440098,22.169444444444444,32.8,13.8,75.72708333333334,1.828263888888889,2009-11
DF,658.8,892.2641522491349,1168.8534583821806,21.074048442906573,31.0,14.7,82.70519031141869,2.20318339100346,2009-12
DF,273.2,892.6973487423521,1553.4078478002375,22.20122365737593,30.8,12.4,74.93609789259007,2.0508497620666213,2010-01
DF,223.0,894.0414548641543,1682.448795180723,22.91270815074496,32.2,14.0,71.54163014899211,2.2498242530755714,2010-02
DF,420.4,892.3355749831876,1561.6833976833975,22.21815736381977,31.0,14.8,79.01613987895091,2.089172831203766,2010-03
DF,323.4,893.54375,1639.7326869806095,21.43486111111111,30.7,12.0,69.99722222222222,2.2135416666666665,2010-04
DF,49.6,893.6170698924731,1509.6644295302012,21.07668010752688,30.9,9.0,66.55779569892474,1.9753360215053768,2010-05
DF,0.6000000000000001,896.320625,1493.5416666666667,19.23451388888889,30.4,5.8,60.93958333333333,2.375629569455727,2010-06
DF,0.0,896.8178596247393,1560.450625869263,19.3769979152189,30.2,8.2,56.310632383599724,3.0027562446167098,2010-07
DF,1.0,896.0787550744249,1818.7931972789115,20.44255751014885,32.4,5.5,43.36129905277402,2.863802435723952,2010-08
DF,8.799999999999999,893.9781944444445,1890.8986111111112,23.13777777777777,32.9,10.0,39.625,2.9814583333333333,2010-09
DF,311.8,892.0213037634409,1454.9484029484029,22.957930107526884,35.0,12.5,68.45833333333333,2.119556451612904,2010-10
DF,487.2,891.0552777777779,1195.7775090689238,20.95916666666667,30.9,12.0,81.18680555555555,1.9897916666666668,2010-11
DF,639.8,889.861693548387,1348.134328358209,21.495698924731183,31.8,11.8,80.7116935483871,2.020430107526882,2010-12
DF,332.2,890.9774865591398,1470.751472320377,21.56592741935484,31.8,14.0,78.52284946236558,2.365793010752688,2011-01
DF,355.4,892.0029761904761,1464.0054644808745,21.57909226190476,32.0,14.3,76.83333333333333,1.8395678092399403,2011-02
DF,472.8,891.5250169952413,1426.774193548387,21.384568320870155,30.3,14.4,82.68116927260367,2.044648943421949,2011-03
DF,141.8,893.391388888889,1580.9793388429753,21.399583333333336,30.4,12.9,73.59791666666666,2.3090277777777777,2011-04
DF,18.2,894.2032952252858,1488.2880215343205,20.06738399462004,29.8,8.1,67.32885003362475,2.290383322125084,2011-05
DF,6.6,895.2102777777778,1411.048611111111,19.13583333333333,29.1,7.7,64.35,2.17125,2011-06
DF,0.0,895.5137188971082,1563.0901749663526,19.353328850033627,29.8,6.0,54.91862811028917,2.54425016812374,2011-07
DF,0.0,895.1420661715057,1813.966078697422,21.690681971640785,34.2,7.3,41.9797434166104,2.6646185010128294,2011-08
DF,14.0,895.0741666666667,1948.2108183079056,22.720972222222223,34.7,5.7,37.66018068102849,2.834513888888889,2011-09
DF,514.4,892.0315400134498,1177.4889705882354,20.82091459314056,32.6,12.6,77.3093476798924,2.248419636852724,2011-10
DF,639.6,891.738125,1304.853221957041,20.61958333333333,32.4,13.1,79.16180555555556,2.291352859135286,2011-11
DF,607.4,891.5638440860215,1255.5276497695852,20.924529569892474,30.8,13.3,81.33266129032258,2.109501347708895,2011-12
DF,549.4,892.3419636852724,1231.3790226460071,20.508876933423,29.9,14.3,82.25151311365165,2.124629878869448,2012-01
DF,165.6,892.5869252873563,1606.450928381963,21.340086206896554,31.8,13.0,75.31824712643679,2.185272988505748,2012-02
DF,360.8,893.0378869448183,1569.267676767677,21.838896366083443,32.3,11.9,72.33512786002692,1.993804713804714,2012-03
DF,228.8,893.0902777777778,1560.0397260273974,21.99944444444445,31.8,12.6,73.01388888888889,1.908756080611536,2012-04
DF,88.2,894.9616935483871,1262.0026809651474,19.65047043010753,30.1,12.3,74.41599462365592,2.3940860215053763,2012-05
DF,2.4,895.7825208913649,1417.7409470752089,20.05170731707317,29.4,10.2,67.8843205574913,2.241573816155989,2012-06
DF,0.2,895.8959005376345,1547.5362903225807,19.476948924731182,30.0,7.8,55.37096774193548,2.4331317204301075,2012-07
DF,0.0,897.2127616475356,1725.5345060893098,19.725388251181634,31.1,9.0,49.13909520594193,3.334503713706954,2012-08
DF,43.0,895.2234027777778,1752.4648275862069,23.256319444444443,34.8,10.7,43.78680555555555,2.664513888888889,2012-09
DF,154.0,892.488306451613,1707.421568627451,23.67896505376344,35.4,11.6,50.54838709677419,2.5053127101546737,2012-10
DF,726.0,891.1161805555556,1267.220606060606,21.33798611111111,30.8,16.0,82.7388888888889,2.089784572619875,2012-11
DF,273.0,891.7727822580645,1568.5599078341013,22.38649193548387,32.7,12.6,73.16868279569893,1.9065860215053765,2012-12
DF,723.2,892.0969209237229,1242.4038461538462,21.33519944016795,32.4,14.8,81.11686494051784,2.095768688293372,2013-01
DF,285.6,892.4884672619048,1725.786301369863,22.643377976190475,32.3,12.4,69.68452380952381,2.059300595238095,2013-02
DF,377.6,892.920385674931,1404.5680100755667,22.11039944903581,32.5,14.7,78.14531680440771,1.9713498622589527,2013-03
DF,178.4,893.949375,1398.563961485557,20.87611111111111,30.0,13.1,77.41111111111111,1.9671527777777773,2013-04
DF,46.6,894.671438172043,1505.0940860215053,20.39778225806452,29.3,10.0,67.54502688172043,2.135954301075269,2013-05
DF,54.0,895.5740947075208,1298.987517337032,19.90111420612813,29.4,9.6,70.90807799442896,2.1932451253481893,2013-06
DF,0.0,896.3671822461331,1490.4158815612382,19.47464694014795,30.8,10.1,59.00941492938803,2.4172158708809683,2013-07
DF,1.0,895.3674731182796,1704.1835106382978,20.78077956989248,32.2,5.2,46.71975806451613,2.7383736559139784,2013-08
DF,105.2,894.4379166666668,1611.8744993324433,22.24875,33.8,11.4,53.55347222222223,2.835555555555556,2013-09
DF,236.4,893.2514784946236,1507.871794871795,21.99153225806452,33.6,14.0,65.96370967741936,2.3709005376344088,2013-10
DF,461.0,891.5104861111112,1456.641304347826,21.646041666666665,31.7,13.8,74.20833333333333,2.13092425295344,2013-11
DF,651.0,890.9261424731184,1295.264064293915,21.33299731182796,31.4,15.1,82.87231182795699,2.1355600539811066,2013-12
DF,261.4,893.4790322580645,1689.5308056872038,22.002486559139783,31.4,13.7,69.70833333333333,2.191465053763441,2014-01
DF,283.0,892.604761904762,1533.6238159675236,21.728794642857142,31.2,13.9,71.78497023809524,2.231175595238095,2014-02
DF,690.0,893.211559139785,1363.0983606557377,21.20692204301076,29.8,13.9,81.14448924731182,1.9322125084061867,2014-03
DF,369.2,893.6837273991655,1455.895238095238,21.378859527121,30.1,11.6,78.98678720445062,1.852228412256268,2014-04
